583 1575470176 0,000000 0,000000 -101,000000 0,000000 0,000000
583 1575470177 0,000000 0,000000 -101,000000 0,000000 0,000000
583 1575470178 0,000000 0,000000 -101,000000 0,000000 0,000000
583 1575470179 0,000000 0,000000 -101,000000 0,000000 0,000000
583 1575470180 6,000000 0,200000 1,200000 1,200000 -20,200000
583 1575470181 6,000000 0,200000 2,400000 2,400000 -20,200000
583 1575470182 6,000000 0,200000 3,600000 3,600000 -20,200000
583 1575470183 6,000000 0,200000 4,800000 4,800000 -20,200000
583 1575470184 6,000000 0,200000 6,000000 6,000000 -20,200000
583 1575470185 0,000000 0,200000 6,000000 6,000000 -20,200000
583 1575470186 0,000000 0,200000 6,000000 6,000000 -20,200000
583 1575470187 0,000000 0,200000 6,000000 6,000000 -20,200000
583 1575470188 0,000000 0,200000 6,000000 6,000000 -20,200000
583 1575470189 0,000000 0,200000 6,000000 6,000000 -20,200000
583 1575470190 3,000000 0,400000 7,200000 7,200000 -20,200000
583 1575470191 3,000000 0,400000 8,400000 8,400000 -20,200000
583 1575470192 3,000000 0,400000 9,600000 9,600000 -20,200000
583 1575470193 3,000000 0,400000 10,800000 10,800000 -20,200000
583 1575470194 3,000000 0,400000 12,000000 12,000000 -20,200000
583 1575470195 0,000000 0,400000 12,000000 12,000000 -20,200000
583 1575470196 0,000000 0,400000 12,000000 12,000000 -20,200000
583 1575470197 0,000000 0,400000 12,000000 12,000000 -20,200000
583 1575470198 0,000000 0,400000 12,000000 12,000000 -20,200000
583 1575470199 0,000000 0,400000 12,000000 12,000000 -20,200000
583 1575470200 2,000000 0,600000 13,200000 13,200000 -20,200000
583 1575470201 2,000000 0,600000 14,400000 14,400000 -20,200000
583 1575470202 2,000000 0,600000 15,600000 15,600000 -20,200000
583 1575470203 2,000000 0,600000 16,800000 16,800000 -20,200000
583 1575470204 2,000000 0,600000 18,000000 18,000000 -20,200000
583 1575470205 0,000000 0,600000 18,000000 18,000000 -20,200000
583 1575470206 0,000000 0,600000 18,000000 18,000000 -20,200000
583 1575470207 0,000000 0,600000 18,000000 18,000000 -20,200000
583 1575470208 0,000000 0,600000 18,000000 18,000000 -20,200000
583 1575470209 0,000000 0,600000 18,000000 18,000000 -20,200000
583 1575470210 1,500000 0,800000 19,200000 19,200000 -20,200000
583 1575470211 1,500000 0,800000 20,400000 20,400000 -20,200000
583 1575470212 1,500000 0,800000 21,600000 21,600000 -20,200000
583 1575470213 1,500000 0,800000 22,800000 22,800000 -20,200000
583 1575470214 1,500000 0,800000 24,000000 24,000000 -20,200000
583 1575470215 0,000000 0,800000 24,000000 24,000000 -20,200000
583 1575470216 0,000000 0,800000 24,000000 24,000000 -20,200000
583 1575470217 0,000000 0,800000 24,000000 24,000000 -20,200000
583 1575470218 0,000000 0,800000 24,000000 24,000000 -20,200000
583 1575470219 0,000000 0,800000 24,000000 24,000000 -20,200000
583 1575470220 1,200000 1,000000 25,200000 25,200000 -20,200000
583 1575470221 1,200000 1,000000 26,400000 26,400000 -20,200000
583 1575470222 1,200000 1,000000 27,600000 27,600000 -20,200000
583 1575470223 1,200000 1,000000 28,800000 28,800000 -20,200000
583 1575470224 1,200000 1,000000 30,000000 30,000000 -20,200000
583 1575470225 -0,285714 1,400000 29,600000 29,600000 -20,200000
583 1575470226 -0,285714 1,400000 29,200000 29,200000 -20,200000
583 1575470227 -0,285714 1,400000 28,800000 28,800000 -20,200000
583 1575470228 -0,285714 1,400000 28,400000 28,400000 -20,200000
583 1575470229 -0,285714 1,400000 28,000000 28,000000 -20,200000
583 1575470230 0,000000 1,400000 28,000000 28,000000 -20,200000
583 1575470231 0,000000 1,400000 28,000000 28,000000 -20,200000
583 1575470232 0,000000 1,400000 28,000000 28,000000 -20,200000
583 1575470233 0,000000 1,400000 28,000000 28,000000 -20,200000
583 1575470234 0,000000 1,400000 28,000000 28,000000 -20,200000
583 1575470235 0,000000 1,400000 28,000000 28,000000 -20,200000
583 1575470236 0,000000 1,400000 28,000000 28,000000 -20,200000
583 1575470237 0,000000 1,400000 28,000000 28,000000 -20,200000
583 1575470238 0,000000 1,400000 28,000000 28,000000 -20,200000
583 1575470239 0,000000 1,400000 28,000000 28,000000 -20,200000
583 1575470240 -0,125000 1,600000 27,800000 27,800000 -20,200000
583 1575470241 -0,125000 1,600000 27,600000 27,600000 -20,200000
583 1575470242 -0,125000 1,600000 27,400000 27,400000 -20,200000
583 1575470243 -0,125000 1,600000 27,200000 27,200000 -20,200000
583 1575470244 -0,125000 1,600000 27,000000 27,000000 -20,200000
583 1575470245 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470246 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470247 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470248 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470249 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470250 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470251 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470252 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470253 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470254 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470255 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470256 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470257 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470258 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470259 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470260 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470261 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470262 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470263 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470264 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470265 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470266 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470267 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470268 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470269 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470270 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470271 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470272 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470273 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470274 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470275 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470276 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470277 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470278 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470279 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470280 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470281 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470282 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470283 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470284 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470285 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470286 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470287 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470288 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470289 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470290 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470291 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470292 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470293 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470294 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470295 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470296 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470297 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470298 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470299 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470300 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470301 0,000000 1,600000 27,000000 27,000000 -20,200000
583 1575470302 0,000000 1,600000 27,000000 27,000000 -20,200000
