578 1575470180 229779,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470181 229779,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470182 229779,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470183 229779,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470184 229779,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470185 28797,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470186 28797,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470187 28797,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470188 28797,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470189 28797,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470190 240625,000000 -1,000000 -101,000000 0,000000 0,000000
578 1575470191 240625,000000 -1,000000 -101,000000 0,000000 0,000000
578 1575470192 240625,000000 -1,000000 -101,000000 0,000000 0,000000
578 1575470193 240625,000000 -1,000000 -101,000000 0,000000 0,000000
578 1575470194 240625,000000 -1,000000 -101,000000 0,000000 0,000000
578 1575470195 39066,000000 -1,000000 -101,000000 0,000000 0,000000
578 1575470196 39066,000000 -1,000000 -101,000000 0,000000 0,000000
578 1575470197 39066,000000 -1,000000 -101,000000 0,000000 0,000000
578 1575470198 39066,000000 -1,000000 -101,000000 0,000000 0,000000
578 1575470199 39066,000000 -1,000000 -101,000000 0,000000 0,000000
578 1575470200 215316,400000 -1,000000 -101,000000 0,000000 0,000000
578 1575470201 215316,400000 -1,000000 -101,000000 0,000000 0,000000
578 1575470202 215316,400000 -1,000000 -101,000000 0,000000 0,000000
578 1575470203 215316,400000 -1,000000 -101,000000 0,000000 0,000000
578 1575470204 215316,400000 -1,000000 -101,000000 0,000000 0,000000
578 1575470205 56470,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470206 56470,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470207 56470,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470208 56470,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470209 56470,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470210 246279,400000 -1,000000 -101,000000 0,000000 0,000000
578 1575470211 246279,400000 -1,000000 -101,000000 0,000000 0,000000
578 1575470212 246279,400000 -1,000000 -101,000000 0,000000 0,000000
578 1575470213 246279,400000 -1,000000 -101,000000 0,000000 0,000000
578 1575470214 246279,400000 -1,000000 -101,000000 0,000000 0,000000
578 1575470215 56905,800000 -1,000000 -101,000000 0,000000 0,000000
578 1575470216 56905,800000 -1,000000 -101,000000 0,000000 0,000000
578 1575470217 56905,800000 -1,000000 -101,000000 0,000000 0,000000
578 1575470218 56905,800000 -1,000000 -101,000000 0,000000 0,000000
578 1575470219 56905,800000 -1,000000 -101,000000 0,000000 0,000000
578 1575470220 341393,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470221 341393,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470222 341393,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470223 341393,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470224 341393,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470225 68168,400000 -1,000000 -101,000000 0,000000 0,000000
578 1575470226 68168,400000 -1,000000 -101,000000 0,000000 0,000000
578 1575470227 68168,400000 -1,000000 -101,000000 0,000000 0,000000
578 1575470228 68168,400000 -1,000000 -101,000000 0,000000 0,000000
578 1575470229 68168,400000 -1,000000 -101,000000 0,000000 0,000000
578 1575470230 140096,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470231 140096,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470232 140096,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470233 140096,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470234 140096,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470235 22496,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470236 22496,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470237 22496,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470238 22496,200000 -1,000000 -101,000000 0,000000 0,000000
578 1575470239 22496,200000 -1,000000 -101,000000 0,00
