539 1575470175 0,600000 -1,000000 -101,000000 0,000000 0,000000
539 1575470176 0,600000 -1,000000 -101,000000 0,000000 0,000000
539 1575470177 0,600000 -1,000000 -101,000000 0,000000 0,000000
539 1575470178 0,600000 -1,000000 -101,000000 0,000000 0,000000
539 1575470179 0,600000 -1,000000 -101,000000 0,000000 0,000000
539 1575470180 2,800000 -1,000000 -101,000000 0,000000 0,000000
539 1575470181 2,800000 -1,000000 -101,000000 0,000000 0,000000
539 1575470182 2,800000 -1,000000 -101,000000 0,000000 0,000000
539 1575470183 2,800000 -1,000000 -101,000000 0,000000 0,000000
539 1575470184 2,800000 -1,000000 -101,000000 0,000000 0,000000
539 1575470185 1,400000 -1,000000 -101,000000 0,000000 0,000000
539 1575470186 1,400000 -1,000000 -101,000000 0,000000 0,000000
539 1575470187 1,400000 -1,000000 -101,000000 0,000000 0,000000
539 1575470188 1,400000 -1,000000 -101,000000 0,000000 0,000000
539 1575470189 1,400000 -1,000000 -101,000000 0,000000 0,000000
539 1575470190 3,200000 -1,000000 -101,000000 0,000000 0,000000
539 1575470191 3,200000 -1,000000 -101,000000 0,000000 0,000000
539 1575470192 3,200000 -1,000000 -101,000000 0,000000 0,000000
539 1575470193 3,200000 -1,000000 -101,000000 0,000000 0,000000
539 1575470194 3,200000 -1,000000 -101,000000 0,000000 0,000000
539 1575470195 1,200000 -1,000000 -101,000000 0,000000 0,000000
539 1575470196 1,200000 -1,000000 -101,000000 0,000000 0,000000
539 1575470197 1,200000 -1,000000 -101,000000 0,000000 0,000000
539 1575470198 1,200000 -1,000000 -101,000000 0,000000 0,000000
539 1575470199 1,200000 -1,000000 -101,000000 0,000000 0,000000
539 1575470200 4,600000 -1,000000 -101,000000 0,000000 0,000000
539 1575470201 4,600000 -1,000000 -101,000000 0,000000 0,000000
539 1575470202 4,600000 -1,000000 -101,000000 0,000000 0,000000
539 1575470203 4,600000 -1,000000 -101,000000 0,000000 0,000000
539 1575470204 4,600000 -1,000000 -101,000000 0,000000 0,000000
539 1575470205 1,600000 -1,000000 -101,000000 0,000000 0,000000
539 1575470206 1,600000 -1,000000 -101,000000 0,000000 0,000000
539 1575470207 1,600000 -1,000000 -101,000000 0,000000 0,000000
539 1575470208 1,600000 -1,000000 -101,000000 0,000000 0,000000
539 1575470209 1,600000 -1,000000 -101,000000 0,000000 0,000000
539 1575470210 4,800000 -1,000000 -101,000000 0,000000 0,000000
539 1575470211 4,800000 -1,000000 -101,000000 0,000000 0,000000
539 1575470212 4,800000 -1,000000 -101,000000 0,000000 0,000000
539 1575470213 4,800000 -1,000000 -101,000000 0,000000 0,000000
539 1575470214 4,800000 -1,000000 -101,000000 0,000000 0,000000
539 1575470215 2,400000 -1,000000 -101,000000 0,000000 0,000000
539 1575470216 2,400000 -1,000000 -101,000000 0,000000 0,000000
539 1575470217 2,400000 -1,000000 -101,000000 0,000000 0,000000
539 1575470218 2,400000 -1,000000 -101,000000 0,000000 0,000000
539 1575470219 2,400000 -1,000000 -101,000000 0,000000 0,000000
539 1575470220 4,400000 -1,000000 -101,000000 0,000000 0,000000
539 1575470221 4,400000 -1,000000 -101,000000 0,000000 0,000000
539 1575470222 4,400000 -1,000000 -101,000000 0,000000 0,000000
539 1575470223 4,400000 -1,000000 -101,000000 0,000000 0,000000
539 1575470224 4,400000 -1,000000 -101,000000 0,000000 0,000000
539 1575470225 2,800000 -1,000000 -101,000000 0,000000 0,000000
539 1575470226 2,800000 -1,000000 -101,000000 0,000000 0,000000
539 1575470227 2,800000 -1,000000 -101,000000 0,000000 0,000000
539 1575470228 2,800000 -1,000000 -101,000000 0,000000 0,000000
539 1575470229 2,800000 -1,000000 -101,000000 0,000000 0,000000
539 1575470230 2,400000 -1,000000 -101,000000 0,000000 0,000000
539 1575470231 2,400000 -1,000000 -101,000000 0,000000 0,000000
539 1575470232 2,400000 -1,000000 -101,000000 0,000000 0,000000
539 1575470233 2,400000 -1,000000 -101,000000 0,000000 0,000000
539 1575470234 2,400000 -1,000000 -101,000000 0,000000 0,000000
539 1575470235 2,800000 -1,000000 -101,000000 0,000000 0,000000
539 1575470236 2,800000 -1,000000 -101,000000 0,000000 0,000000
539 1575470237 2,800000 -1,000000 -101,000000 0,000000 0,000000
539 1575470238 2,800000 -1,000000 -101,000000 0,000000 0,000000
